CUOC,Descripcion_CUOC
32112,"Aplican procedimientos y protocolos para garantizar la eficacia de los tratamientos y la protección de los tejidos y los órganos adyacentes contra los efectos nocivos de la radiación durante las etapas de simulación, verifican los campos de radiación previstos, ejecutan labores técnicas de operación de equipos de radioterapia para administrar tratamientos de radiación, registran el tratamiento y producen imágenes diagnosticas para tratar lesiones y enfermedades. Se pueden desempeñar en hospitales, centros de tratamiento del cáncer, laboratorios clínicos y radiológicos, entre otros."
32113,"Manejan, preparan y administran sustancias radioactivas en forma de fuentes abiertas de acuerdo con prescripción médica y normativa de salud, bioseguridad y radioprotección. Operan equipos biomédicos, producen estudios diagnósticos de medicina nuclear. Se pueden desempeñar en hospitales, clínicas, radiofarmacias y centros especializados de diagnóstico y tratamiento médico, entre otros."
32119,"Esta ocupación abarca a los otros técnicos en aparatos de diagnóstico y tratamiento médico no clasificados en otras ocupaciones del Grupo Primario 3211 Técnicos en aparatos de diagnóstico y tratamiento médico. Por ejemplo, incluye aquellos que operan equipo audiométrico, perfusionistas y técnicos de polisomnografía. Se pueden desempeñar en entidades administradoras de planes de beneficios, instituciones prestadoras de servicios de salud, laboratorios que desarrollan dispositivos de asistencia en salud, entre otros."
32120,"Realizan pruebas clínicas de muestras de fluidos y tejidos corporales con el fin de obtener información sobre la salud de los pacientes o de las causas de su fallecimiento; llevan registros y asisten en la realización de exámenes de laboratorio, preparando los insumos y materiales, tomando muestras biológicas y apoyando los procesos administrativos para la gestión y funcionamiento del servicio. Se pueden desempeñar en hospitales, clínicas, institutos de investigación, universidades y laboratorios médicos, entre otros."
32130,"Realizan diversas tareas relacionadas con la recepción, distribución, clasificación y entrega de medicamentos bajo la supervisión de un farmacéutico u otro profesional de la salud. Se pueden desempeñar en farmacias, laboratorios farmacéuticos, hospitales, clínicas y organizacionales reguladoras, entre otros."
32141,"Elaboran y reparan dispositivos médicos sobre medida bucal en la línea de prótesis fija, línea de ortodoncia, línea de prótesis parcial removible, línea de prótesis total, línea de dispositivos de ortesis sobre medida bucal, siguiendo la prescripción de un profesional en odontología. Se pueden desempeñar en los establecimientos que elaboran y reparan dispositivos médicos sobre medida bucal, en entidades de inspección vigilancia y control en salud, prestadores de servicios de salud, entre otros."
32142,"Diseñan, adaptan, ajustan y supervisan el desarrollo de productos para la asistencia en salud, siguiendo indicaciones clínicas del profesional de la salud. Determinan los aspectos técnicos a incluir en el producto, de acuerdo con las condiciones médicas y biomecánicas del usuario e informan a los mismos sobre su uso y cuidado. Se pueden desempeñar en entidades administradoras de planes de beneficios en salud, instituciones prestadoras de servicios de salud, establecimientos que desarrollan productos para la asistencia en salud, entre otros."
32220,"Brindan atención básica y consejos de salud antes, durante y después del embarazo y el parto. Aplican los planes de cuidados, los tratamientos alternativos y derivación establecidos generalmente por médicos, profesionales de la partería y otros profesionales de la salud. Pueden aplicar conocimientos y saberes tradicionales sobre el cuerpo, la medicina y la botánica tradicional. Se pueden desempeñar en centros de salud, clínicas, hospitales, contextos comunitarios y tradicionales, entre otros."
32301,"Ejecutan acciones de promoción y mantenimiento de la salud, así como de prevención, diagnóstico, tratamiento, rehabilitación y paliación de enfermedades de acuerdo con los principios y fundamentos de las medicinas y terapias alternativas y complementarias. Se pueden desempeñar en clínicas, centros, clubes y tiendas de salud, naturistas y de medicina alternativa, entre otros."
32302,"Cuidan la salud individual y colectiva basados en teorías, creencias, experiencias y prácticas ancestrales, de acuerdo con la cultura tradicional de las diferentes culturas. Curan y previenen las dolencias humanas mentales y físicas mediante terapéuticas basadas en la influencia y sugestión mentales y el poder de la fe o de la imprecación, sean o no explicables. Se pueden desempeñar en el marco de las acciones en salud de los grupos étnicos del país, entre otros."
32400,"Realizan bajo la orientación de veterinarios funciones de asesoramiento, diagnóstico, prevención y curación de menor alcance y complejidad. Se encargan de cuidar a los animales en tratamiento y de alojarlos temporalmente en albergues, llevan a cabo procedimientos rutinarios y ayudan a los veterinarios en procedimientos terapéuticos, operaciones y cría de animales. Se pueden desempeñar en clínicas veterinarias, refugios de animales, zoológicos, criaderos y escuelas de adiestramiento, entre otros."
32520,"Desarrollan, mantienen y aplican los sistemas de procesamiento, almacenamiento y recuperación y consulta de registros de salud que se utilizan en los establecimientos médicos y otros centros de atención de salud para cumplir con los requisitos. Se pueden desempeñar en clínicas, hospitales, consultorios médicos, entre otros."
32530,"Prestan servicios de educación para la salud, las referencias y los seguimientos, la gestión de casos, la atención básica de la salud preventiva y los servicios de visitas domiciliarias a las comunidades específicas; ofrecen apoyo y asistencia a las personas y las familias para desenvolverse en el sistema de salud y servicios sociales. Se pueden desempeñar en instituciones de salud y el gobierno, en las entidades territoriales, entre otros."
32540,"Diseñan, ajustan, tallan y dispensan gafas o lentes ópticos basándose en formulas prescritas por un oftalmólogo o un optómetra con el fin de corregir la pérdida de la agudeza visual. El servicio abarca lentes o gafas correctivas, lentes de contacto, ayudas de baja visión y otros dispositivos ópticos. Se pueden desempeñar en ópticas y laboratorios ópticos, entre otros."
32550,"Aplican tratamientos terapéuticos físicos a los pacientes cuyo movimiento funcional se ve amenazado por alguna lesión, enfermedad o dolencia. Las terapias son generalmente realizadas de acuerdo con los planes de rehabilitación establecidos por un fisioterapeuta u otro profesional de la salud; ejecutan tareas técnicas y/o relacionadas; aplican una amplia gama de terapias físicas y técnicas tales como el movimiento ultrasonido, calor, láser y otras técnicas como terapias para tratar enfermedades, deformidades y lesiones del cuerpo humano. Se pueden desempeñar en hospitales, clínicas, centros de rehabilitación o ejercen en forma privada, entre otros."
32560,"Realizan tareas clínicas y administrativas básicas para apoyar la atención a los pacientes bajo la supervisión directa de un médico o de otro profesional de la salud. Se pueden desempeñar en hospitales, clínicas, institutos de investigación, universidades y laboratorios médicos, entre otros."
32571,"Investigan la aplicación, la evaluación y la auditoría de reglamentos y normas técnicas relacionadas con los factores ambientales, la seguridad y la salud en el trabajo, así como los riesgos que pueden afectar tanto las condiciones laborales como el medio ambiente. Apoyan en el diseño y la ejecución de planes de gestión ambiental y de seguridad, realizando actividades para la prevención, la mitigación y el control de impactos socioambientales y riesgos laborales en diversos sectores productivos. Además, pueden inspeccionar, vigilar y controlar programas que busquen mejorar la seguridad y las condiciones sanitarias en los entornos laborales y en el medio ambiente. Se pueden desempeñar en el gobierno, organizaciones públicas y privadas, comunidades, entes territoriales, firmas de consultoría e investigación, o de forma independiente, entre otros."
32572,"Realizan actividades para la prevención, la mitigación y el control de impactos socioambientales generados en los diferentes sectores productivos y entornos geográficos, para garantizar el cumplimiento de la normativa legal y técnica relacionada con emisiones, vertimientos, residuos y demás aspectos ambientales. Se pueden desempeñar en el sector público y privado, entre otros."
32573,"Apoyan técnicamente en el desarrollo de métodos y sistemas de producción, distribución de planta y en la planeación, el cálculo, la medición y la programación del trabajo. Realizan actividades relacionadas con la estructuración, la implementación, el mantenimiento y la mejora de los sistemas de gestión de calidad, ambiental y seguridad, salud en el trabajo y otros aplicables a la naturaleza de la organización. Se pueden desempeñar en empresas industriales y de fabricación, entidades gubernamentales, industrias, entre otros."
32574,"Asisten y apoyan actividades relacionadas con la inspección, la vigilancia y el control de los factores de riesgo del ambiente y su impacto en la salud de la población tales como la calidad del agua, las condiciones higiénicas en los procesos técnicos y sanitarios en que son sometidos los alimentos, bebidas y medicamentos para el consumo; apoyan la prevención de zoonosis, el control de desechos sólidos y líquidos, la vigilancia y el control de la calidad de los riesgos ocupacionales. Se pueden desempeñar en el sector público y privado, entre otros."
32580,"Coordinan el servicio de ambulancias, brindan atención médica prehospitalaria y vigilancia epidemiológica del sistema de emergencias médicas a pacientes lesionados, heridos, enfermos, discapacitados física y mentalmente, antes y durante su transporte hacia los centros hospitalarios para atención médica. Se pueden desempeñar en clínicas, hospitales, servicios privados de ambulancia, centros médicos, Cruz Roja, entidades de socorro, instituciones prestadoras de servicios de salud y entidades territoriales, entre otros."
32590,"Esta ocupación abarca a los técnicos y profesionales del nivel medio de la salud no clasificados en otros grupos primarios, del Subgrupo Principal 32: Técnicos y profesionales del nivel medio de la salud. Por ejemplo, incluye aquellos que aconsejan sobre el VIH, aconsejan sobre planificación familiar y a otros técnicos y profesionales de la salud. Se pueden desempeñar en hospitales y clínicas, entre otros."
33110,"Recopilan y analizan información de estados financieros, rendimientos, obligaciones financieras, inversiones, comportamientos del mercado de valores; para asesorar financieramente a las empresas y a los clientes. Intermedian en la compra y venta de títulos, acciones, obligaciones u otros instrumentos financieros; negocian divisas en operaciones al contado o en los mercados futuros, actuando por cuenta de la empresa en la que trabajan o por cuenta de clientes con arreglo a un sistema de comisiones. Se pueden desempeñar en empresas y organizaciones del sector público o privado, entre otros."
33120,"Revisan, analizan, evalúan, gestionan, tramitan y asesoran diferentes solicitudes de personas y empresas como créditos y préstamos, retiros y trámites de recursos previsionales; presentan a sus directivos recomendaciones en el sentido de aprobar o rechazar dicha concesión. Gestionan y desarrollan actividades relacionadas con la cobranza y la administración de bienes, recaudos, garantías y financiación. Se pueden desempeñar en bancos, fiduciarias, administradoras de fondos de pensiones y cesantías, empresas industriales y comerciales del Estado, cooperativas, entidades dedicadas a la cobranza e instituciones de financiamiento comercial, entre otros."
33131,"Realizan la medición y reconocimiento de las transacciones contables, depuran y generan informes, soportan y liquidan impuestos; realizan seguimiento y análisis del comportamiento presupuestal; consolidan y depuran cuentas, apoyan y liquidan los procesos de nómina; verifican inventarios, elaboran, verifican y registran comprobantes y documentos relacionados de una empresa o persona natural. Se pueden desempeñar en el sector público y privado, entre otros."
33132,"Recolectan, organizan, proyectan, verifican, supervisan y ajustan información para la elaboración de planes financieros, presupuestales e informes financieros, recopilan y codifican información financiera, proyectan inversiones, realizan seguimiento a los compromisos financieros, elaboran flujos de caja y demás funciones administrativas del cargo. Se pueden desempeñar en el público y privado, entre otros."
33133,"Revisan y verifican el funcionamiento de los procesos de tesorería, consolidan cuentas, cobran, remiten y registran pagos, realizan seguimiento de los movimientos monetario, manejan proveedores y clientes, elaboran informes, preparan estados periódicos, elaboran y revisan soportes de pago. Se pueden desempeñar en el sector público y privado, entre otros."
33134,"Mantienen un registro completo de las transacciones contables de una empresa y verifican la exactitud de los documentos; coordinan actividades de gestión de cuentas de ahorros. Se pueden desempeñar en bancos, instituciones financieras, compañías de seguros, empresas de cobranza y otros establecimientos similares del sector público y privado, entre otros."
33140,"Ayudan a planificar, recopilar, procesar y presentar datos estadísticos, matemáticos o actuariales y a llevar a cabo estas operaciones actuando por lo general bajo la dirección de estadísticos, matemáticos y actuarios, para resolver problemas en campos como la ciencia, la ingeniería, los negocios y las ciencias sociales. Se pueden desempeñar en universidades, bancos y fiduciarias, compañías de seguros, firmas consultoras y de ingeniería, entre otros."
33150,"Investigan, calculan y determinan el valor de bienes asegurables, propiedades, mercancías, estimando la cuantía, y evalúan las pérdidas cubiertas por las pólizas de seguros, objetos siniestrados, daños, pérdidas y riesgos para la cobertura de las pólizas; determinan valores de inmuebles, predios y demás componentes del territorio urbano o rural, mediante procesos de estudios masivos, aplicación de métodos valuatorios y verificación de calidad. Se pueden desempeñar en compañías de seguros, reaseguros e intermediarios de seguros, entre otros."
33210,"Asesoran y venden seguros de vida, de automóviles, contra accidentes e incendios, marítimos, de responsabilidad civil y otro tipo de seguros individuales o colectivos, a nuevos clientes o los ya establecidos. Se pueden desempeñar en compañías de seguros, entre otros."
33220,"Representan a las empresas y conducen sus operaciones de venta de diversos bienes y servicios a otras empresas y organizaciones; proporcionan información especializada del producto según se requiera; venden mercancías y servicios no técnicos para clientes mayoristas, al detal, comerciantes, industriales y profesionales. Se pueden desempeñar en empresas que producen, distribuyen o proveen bienes y servicios, entre otros."
33230,"Adquieren bienes y servicios para uso o reventa por cuenta de establecimientos industriales; negocian mercancías para ser revendidas por establecimientos mayoristas y al detal; realizan contratos y pactan condiciones de pago. Se pueden desempeñar en sector público o privado, entre otros."
33240,"Compran y venden productos básicos y servicios de transporte, por lo general a granel, actuando en nombre de su propia empresa o en nombre de sus clientes mediante comisión; negocian contratos de servicios en nombre de terceros y pactan condiciones de compraventa y pago a los clientes. Se pueden desempeñar en el sector privado, entre otros."
33311,"Preparan, tramitan y controlan documentos y autorizaciones de actividades de ingreso, salida, tránsito y depósito de mercancías según normativa de comercio exterior y acuerdos comerciales. Se pueden desempeñar en el sector público y privado, entre otros."
33312,"Tramitan a nombre de clientes importadores y exportadores documentos y autorizaciones aduaneras; intervienen en la compra y venta de espacios de carga a nombre de sus clientes; incluye agentes que no han sido clasificados quienes realizan transacciones comerciales u otros servicios entre las partes a nombre del cliente. Se pueden desempeñar en empresas aduaneras y de corretaje marítimo o pueden trabajar en forma independiente, entre otros."
33320,"Planean, coordinan y gestionan la realización de conferencias, eventos, convenciones, reuniones, seminarios, exhibiciones, muestras comerciales, festivales y espectáculos, supervisan la arquitectura, estructura de montajes, electricidad, iluminación, sonido, video y plan de emergencias. Se pueden desempeñar en asociaciones comerciales y profesionales de turismo, centro de convenciones, empresas de organización de eventos, festivales de música, teatro, artes circenses y demás espectáculos, así como por otras empresas del sector público y privado, entre otros."
33330,"Encuentran trabajadores en busca de empleo, cuyos perfiles profesionales correspondan con las ofertas de puestos vacantes, o escoger los trabajadores que requiere cualquier empleador, público o privado; encontrar trabajadores para los empleadores y mano de obra contratada para proyectos particulares a petición de las empresas y otras organizaciones, entre ellas el gobierno y otras instituciones; encontrar puestos de trabajo para los demandantes de empleo a cambio del pago de una comisión. Se pueden desempeñar en sector público o privado, entre otros."
33340,"Actúan como agentes o intermediadores para la compra, la venta y el arriendo de bienes inmuebles tales como casas, apartamentos, edificios comerciales, tierras y otros inmuebles. Comercializan y gestionan el servicio de intermediación, comercialización de bienes inmuebles a su cargo; gestionan, preparan la elaboración y formalización de los contratos de arrendamiento y venta, organizan la firma de los acuerdos de los derechos de propiedad y arrendamiento. Recaudan el alquiler y depósitos de garantía a nombre de los propietarios e inspeccionar antes, durante y después de los arrendamientos. Se pueden desempeñar en compañías de propiedad y finca raíz, pueden trabajar por cuenta propia, entre otros."
33391,"Compran y negocian productos y servicios culturales, artísticos, deportivos y mercancías para ser negociadas de manera masiva y local; negocian contratos de servicios en nombre de terceros y pactan condiciones de compraventa y pago a los clientes. Gestionan, promocionan y difunden artistas y proyectos artísticos, musicales, teatrales, eventos, festivales, organizaciones culturales, deportivos, entre otros, apoyan la ejecución de estrategias de relaciones públicas y consiguen fechas y lugares donde los artistas puedan circular. Se pueden desempeñar en compañías del sector público o privado, entre otros."
33392,"Desarrollan actividades de gestión comercial y de venta. Venden mercancías y servicios no técnicos para clientes mayoristas, al detal, comerciantes, industriales y profesionales. Se pueden desempeñar en empresas que producen, distribuyen o proveen bienes y servicios, entre otros."
33393,"Apoyan la labor de managers, bookers y promotores artísticos con el cumplimiento de actividades puntuales que permitan alcanzar los objetivos planteados para el desarrollo del proyecto de promoción y representación artística, acompaña y asiste las labores de las agencias de booking, management, y sellos disqueros. Se pueden desempeñar en agencias de promoción artística, productoras de música y artes, compañías discográficas, compañías discográficas, managers y bookers, entre otros."
33399,"Esta ocupación abarca a los agentes de servicios comerciales no clasificados en otros Grupos Primarios del subgrupo 3339: Agentes de servicios comerciales no clasificados en otros Grupos Primarios. Por ejemplo, incluyen a aquellos que establecen contactos de negocios o venden servicios a las empresas como espacios publicitarios en los medios de comunicación; organizan contratos laborales con atletas, animadores y artistas escénicos, así como para la publicación de libros, o la producción de obras de teatro, grabaciones y espectáculos musicales y la venta de música, subasta de propiedades y otros bienes; diseñan y organizan paquetes turísticos y viajes de grupo. Se pueden desempeñar en empresas que producen, distribuyen o proveen bienes y servicios, entre otros."
33411,"Supervisan, dirigen, coordinan y controlan las actividades empresariales y de apoyo administrativo. Se pueden desempeñar en el sector público o privado o pueden trabajar en forma independiente, entre otros."
33412,"Supervisan y coordinan actividades de gestión de cuentas por cobrar, procesamiento de información financiera, controlar recaudos y aportes de clientes, desarrollar actividades de servicio al cliente, liderazgo de equipos de trabajo para logro de metas, control y seguimiento a indicadores de gestión. Se pueden desempeñar en bancos, instituciones financieras, compañías de seguros, empresas de cobranza y otros establecimientos similares del sector público y privado, entre otros."
33413,"Supervisan y coordinan recursos para alcanzar los objetivos planteados por la organización en el contexto de procesos de negocio, apoyan el desarrollo de recurso humano para el cumplimiento de las soluciones del cliente. Coordinan, asignan y revisan el trabajo de empleados que proveen información y servicios especializados, compilan información estadística. Se pueden desempeñar en el sector Público o Privado, entre otros."
33414,"Supervisan y coordinan actividades de empleados como: auxiliares de correo y servicio postal, carteros y mensajeros. Se pueden desempeñar en empresas de correo y mensajería, entidades del sector público, entre otros."
33415,"Supervisan y coordinar las actividades de empleados que realizan funciones de despacho, recepción, almacenamiento, distribución y mantenimiento de inventarios, materiales, repuestos y/o productos, trámite de compras y programación de itinerarios y personal; u operación de rampas del aeropuerto para el servicio vehicular y otras actividades. Se pueden desempeñar en empresas del sector público o privado, entre otros."
33416,"Supervisan y coordinan las actividades de los maquinistas y operarios de estación ferroviaria. Se pueden desempeñar en empresas de transporte ferroviario, entre otros."
33417,"Supervisan y coordinan las actividades de los conductores de camión, buses, taxis, metros y otros vehículos. Se pueden desempeñar en empresas de transporte, entre otros."
33420,"Realizan y coordinan funciones y procedimientos administrativos de apoyo en los tribunales, oficinas de abogados y otras instancias judiciales; programan audiencias y velan por el mantenimiento de archivos y expedientes. Prestan servicios relacionados con asuntos legales tales como contratos de seguros, transferencias de propiedad y concesión de préstamos y otras operaciones financieras. Se pueden desempeñar en juzgados, salas penales, fiscalía, tribunales, entre otros."
33431,"Gestionan e implementan procesos, procedimientos y actividades administrativas de acuerdo con lineamientos organizacionales para el cumplimiento de los objetivos de las dependencias. Realizan tareas de enlace, coordinación y organización en apoyo de los directivos y profesionales, preparan correspondencia, informes y registros de los procedimientos y otros documentos especializados. Realizan funciones de secretariado a empleados, profesionales y directivos. Se pueden desempeñar en el sector público o privado, entre otros."
33432,"Realizan tareas de enlace y asisten la coordinación y la organización en apoyo de los directivos y profesionales en la vinculación, la capacitación, el desarrollo y el bienestar en la gestión del talento humano. Se pueden desempeñar en el sector público, privado, entre otros."
33433,"Implementan el programa de gestión documental y el desarrollo de los procesos archivísticos en las organizaciones, procesan la información con base en la producción, el trámite y el control. Realizan tareas de enlace, coordinación y organización en apoyo de los directivos y profesionales y/o preparan correspondencia, informes y registros de los procedimientos y otros documentos especializados. Aplicación de tabla de retención documental y tabla de valoración documental, clasificación, ordenación y descripción de los documentos de archivo aplicando la normatividad vigente. Se pueden desempeñar en el sector público, privado, entre otros."
33440,"Realizan funciones de secretariado a empleados, profesionales y directivos, utilizando los conocimientos especializados de la terminología médica y los procedimientos de atención de la salud para ayudar a los profesionales de esta área y otros trabajadores mediante la realización de una variedad de funciones de comunicación, documentación, administración y de coordinación interna; apoyan a los centros médicos y otras organizaciones. Se pueden desempeñar en empresas del sector público, entre otros."
33510,"Facilitan las operaciones de comercio exterior y controlan el cumplimiento de las obligaciones tributarias, aduaneras y cambiarias; controlan el ingreso y la salida de viajeros, carga, mercancías, divisas y vehículos, asegurando el cumplimiento de los regímenes aduaneros establecidos. Administran y hacen cumplir las leyes, las regulaciones y las disposiciones relacionadas con migración, verificación de extranjeros y extranjería; desempeñan las funciones de control y vigilancia como autoridad migratoria. Se pueden desempeñar en aeropuertos, puertos, fronteras y en el territorio nacional, entidades del gobierno, entre otros."
33520,"Administran y hacen cumplir las leyes y regulaciones relacionadas con inmigración, aduana, impuestos y beneficios de la seguridad social. Examinan declaraciones tributarias, facturas de venta y otros documentos para determinar el tipo y monto de impuestos, tasas y otros tipos de gravámenes que deben pagar los particulares o las empresas, remitiendo los casos excepcionales o importantes a los contadores, gerentes o personal directivo de la administración pública. Se pueden desempeñar en el gobierno, entre otros."
33530,"Examinan las solicitudes de prestaciones de programas públicos, de ayudas financieras y de servicios para determinar si las personas solicitantes tienen derecho a prestaciones, y en su caso precisar la cuantía de las prestaciones monetarias o el tipo de servicio apropiado; administran y hacen cumplir las leyes, regulaciones relacionadas con los beneficios de seguridad social. remiten los casos excepcionales o importantes para los agentes gubernamentales de alto rango o gerentes. Se pueden desempeñar en el Gobierno, entre otros."
33540,"Examinan las solicitudes de licencias para exportar o importar mercancías, crear empresas, construir viviendas y otras estructuras y obtener pasaportes; determinan la elegibilidad de las solicitudes de expedición de licencias o pasaportes; identifican las condiciones o restricciones específicas que deben adjuntarse a los certificados expedidos; remiten los casos excepcionales o importantes para los agentes gubernamentales de alto rango o gerentes. Desarrollan planes y recomiendan políticas para direccionar la utilización de la tierra, instalaciones físicas y servicios asociados a las áreas urbanas y rurales. Se pueden desempeñar en el gobierno, empresas de consultoría e ingeniería, como consultores privados, entre otros."
33551,"Hacen cumplir órdenes de la justicia, estatutos y códigos con soporte en decretos judiciales; hacen citaciones y embargos de propiedad. Investigan los hechos y circunstancias relativas a delitos cometidos. Se pueden desempeñar en el gobierno, entre otros."
33552,"Apoyan y asisten técnica, científica y operativamente el desarrollo de actividades investigativas del área judicial, criminalística y criminal. Se ocupan en el sector justicia, de bienes y servicios de carácter privado y público e investigación privada, en materia penal, disciplinaria, administrativa, comercial, industrial, civil, laboral y en prevención de actividades delictivas, entre otros. Se pueden desempeñar en el gobierno, entre otros."
33553,"Apoyan científica, técnica y operativamente en el desarrollo de procesos e investigaciones que se adelantan en el área judicial y criminalística. Realizan funciones de apoyo en los tribunales o en las oficinas de abogados; prestan servicios relacionados con asuntos legales tales como contratos de seguros, transferencias de propiedad y concesión de préstamos y otras operaciones financieras; realizan investigaciones para los clientes. Se pueden desempeñar en juzgados, salas penales, fiscalías, tribunales, instituciones de seguridad pública y privada, por cuenta propia, entre otros."
33590,"Esta ocupación abarca a los agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones no clasificados en otras ocupaciones del subgrupo 335: Agentes de Gobierno y profesionales del nivel medio para la aplicación de regulaciones. Por ejemplo, incluyen a aquellos que inspeccionan los precios, los salarios, los pesos y las medidas; realizan funciones concernientes a la administración y el funcionamiento de las instituciones de gobierno, congresos, ministerios y actividades exclusivas de administración pública como relaciones exteriores, asuntos territoriales y procesos electorales. Se pueden desempeñar en instituciones de gobierno, congresos, ministerios y actividades exclusivas de administración pública como relaciones exteriores, asuntos territoriales y procesos electorales, entre otros."
34111,"Realizan funciones de apoyo en los tribunales; coordinan funciones y procedimientos administrativos, de tribunales y otras instancias judiciales; programan audiencias, atienden juramentos; expiden comparendos, citaciones, órdenes judiciales y ejercen otras funciones relacionadas. Se pueden desempeñar en juzgados, salas penales, fiscalías y tribunales, entre otros."
34112,"Realizan funciones de apoyo en tribunales y cortes judiciales, como preparar y mantener el sumario y las pruebas. Se pueden desempeñar en el poder judicial, entre otros."
34113,"Apoyan en la preparación de documentos legales, trámite y control de procesos ante las instancias judiciales. Esta ocupación incluye a los tinterillos quienes tienen conocimiento y experiencia en principios y procedimientos legales. Se pueden desempeñar en firmas de abogados, departamentos jurídicos en las empresas públicas o privadas, notarias, o trabajan en forma independiente, entre otros."
34119,"Esta ocupación abarca a los técnicos y profesionales del nivel medio del derecho, de servicios legales y afines no clasificados en otras ocupaciones del Grupo Primario 3411: Técnicos y profesionales del nivel medio del derecho, de servicios legales y afines. Por ejemplo, incluye a los trabajadores con conocimientos técnicos en el uso del poligrafo que miden y registran las respuestas fisiológicas de una persona a través de entrevistas estructuradas para investigaciones criminales, procesos de selección de personal y otras situaciones. Se pueden desempeñar en el sector público y privado, entre otros."
34120,"Administran, ejecutan y hacen seguimiento a programas y acciones de asistencia social y servicios comunitarios; ayudan a clientes o usuarios a enfrentar los problemas personales y sociales; orientan, capacitan y sensibilizan a personas, grupos y familias en riesgos del entorno, prevención de accidentes, entre otros; brindan asistencia frente a dificultades de adaptación y funcionamiento social, brindan consejería, terapia y remiten a otros servicios sociales de apoyo. Se pueden desempeñar en hospitales, centros de rehabilitación, empresas, organizaciones de bienestar, seguridad social y de acción integral contra minas antipersonal, organizaciones del estado relacionadas, organizaciones no gubernamentales y fundaciones de asistencia humanitaria, entre otros."
34130,"Ofrecen apoyo a los ministros de culto o comunidades religiosas; realizan actividades religiosas; predican y propagan las enseñanzas de una religión específica y tratan de mejorar el bienestar humano a través del poder de la fe y el asesoramiento espiritual. Se pueden desempeñar en iglesias, sinagogas, templos y otros lugares de culto o en colegios, hospitales o prisiones, entre otros."
34210,"Participan en eventos deportivos, entrenan y compiten, ya sea individualmente o como miembro de un equipo. Se pueden desempeñar en equipos profesionales en empresas estatales o privadas, entre otros."
34221,"Trabajan con deportistas profesionales y aficionados para mejorar su rendimiento y fomentar una mayor participación en el deporte. Preparan y entrenan deportistas individualmente o en equipos para participar en eventos competitivos; instruyen y dirigen personas o grupos en sesiones de acondicionamiento físico, prácticas deportivas o recreativas, y en estrategias de promoción de salud y bienestar. Se pueden desempeñar en organizaciones deportivas, equipos profesionales y aficionados, clubes, gimnasios y establecimientos similares, entre otros."
34222,"Aplican, interpretan, observan y hacer cumplir los reglamentos deportivos, juzgan y dan valor a las técnicas ejecutadas en deportes de arte y precisión dirigiendo eventos, partidos y competencias deportivas. Organizan y arbitran pruebas en eventos deportivos de acuerdo con los reglamentos establecidos. Se pueden desempeñar en asociaciones y clubes deportivos, organizaciones y ligas que promueven el deporte, entre otros. Asimismo, pueden ser miembros de comisiones disciplinarias y comités técnicos deportivos, entre otros."
34231,"Preparan y entrenan deportistas individualmente o en equipos para participar en eventos competitivos; instruyen y dirigen personas o grupos en sesiones de acondicionamiento físico, prácticas deportivas. Se pueden desempeñar en organizaciones deportivas, equipos profesionales y aficionados, clubes, gimnasios, entre otros."
34232,"Organizan y dirigen excursiones, actividades recreativas y de integración. Se pueden desempeñar en clubes deportivos, centros vacacionales y empresas que proveen servicios de recreación y entretenimiento, entre otros."
34310,"Manejan cámaras fotográficas para registrar imágenes con propósitos científicos, industriales, publicitarios, comerciales, artísticos, culturales, cinematográficos o corporativos con técnicas, tecnologías, narrativas y de lenguaje, entre otros. Se pueden desempeñar en estudios fotográficos, periódicos, revistas, agencias de publicidad y de comunicación digital, producciones audiovisuales, de forma independiente, entre otros."
34320,"Decoran interiores de edificios comerciales, industriales, públicos, de comercio al por menor y residenciales para mejorar los ambientes y ajustarlos a un propósito, teniendo en cuenta diversos factores. Se pueden desempeñar en firmas de diseño interior, de escenarios y espectáculos, servicios comerciales, establecimientos de venta al por menor, entre otros."
34331,"Asisten a los curadores, museólogos, museógrafos y conservadores-restauradores en la clasificación y catalogación de las piezas en museos y galerías, la organización y el montaje de exposiciones, el mantenimiento y el apoyo en acciones de conservación preventiva en colecciones de museos y galerías. Se pueden desempeñar en museos y galerías. Los taxidermistas se pueden desempeñar en comercios al por menor, o trabajar en forma independiente, entre otros."
34332,"Asisten y orientan a los usuarios en el acceso a los recursos de la biblioteca y las unidades de información de acuerdo con sus necesidades, apoyan a los bibliotecólogos en la catalogación de nuevas adquisiciones y búsqueda de referencias; ayudan a los bibliotecarios a organizar, operar y poner en práctica sistemas de gestión de materiales y archivos grabados. Se pueden desempeñar en bibliotecas, unidades de información, centros de documentación y otros establecimientos con servicios bibliotecarios, entre otros."
34333,"Desarrollan y asesoran actividades de promoción y animación a la lectura y la escritura, tanto de manera individual como grupal. Desarrollan estrategias pedagógicas innovadoras, apoyadas por las tecnologías de la información y la comunicación, y tienen dominio de la lectura en voz alta. Se pueden desempeñar en bibliotecas, centros educativos, librerías, espacios culturales, organizaciones sin fines de lucro, cajas de compensación, y proyectos comunitarios, entre otros."
34340,"Diseñan menús, crean platos, supervisan dirigen y coordinan la planificación, organización, preparación y la cocción de las comidas en los hoteles, restaurantes y otros establecimientos que expenden comidas, así como a bordo de buques, trenes de pasajeros y en hogares. Se pueden desempeñar en restaurantes, hospitales, hoteles, clubes, centros educativos, comunidades religiosas, empresas proveedoras de servicio de alimentos, entre otros."
